Function Name,Param Names,Param Descriptions
second(),second(time),time: The time from which the seconds are extracted. 
a!subtractDateTime(),"a!subtractDateTime(startDateTime, years, months, days, hours, minutes, seconds, useProcessCalendar, processCalendarName)","startDateTime: The starting Date and Time value. Use the datetime() function to convert a given date and time into a serial number that holds the Date and Time data type. This parameter is required. years: The number of years to subtract from the start value. months: The number of months to subtract from the start value. days: The number of days to subtract from the start value. hours: The number of hours to subtract from the start value. minutes: The number of minutes to subtract from the start value. seconds: The number of seconds to subtract from the start value. useProcessCalendar: Determines if a process calendar is used to calculate the result. The returned value will fall within the work time defined in the calendar. Default is false. processCalendarName: The name of the process calendar to use. If useProcessCalendar is true and this parameter is not specified, the default process calendar is used. This parameter is case-sensitive. "
time(),"time(hour, minute, second, millisecond)",hour: The number of hours to add to the total. minute: The number of minutes to add to the total. second: The number of seconds to add to the total. millisecond: The number of milliseconds to add to the total. 
timevalue(),timevalue(time_text),time_text: The time of day to be converted into an interval. 
timezone()(),timezone()(),
timezoneid()(),timezoneid()(),
today()(),today()(),
weekday(),"weekday(date, return_type)","date: The date that the day of the week will be calculated from return_type: Controls how the days of the week are numbered with 1 correlating 1-7 with Sunday-Saturday, 2 correlating 1-7 with Monday-Sunday, and 3 correlating 0-6 with Monday-Sunday. "
weeknum(),"weeknum(date, methodology)",date: The date for which the week number will be determined. methodology: Controls what day is the first of the week with 1 correlating with the week beginning on Sunday and 2 correlating with the week beginning on Monday. The default value of methodology is 1. 
workday(),"workday(starting_date, days, holidays)",starting_date: The starting date. days: The number of days to advance into the future (positive numbers) or days to retreat into the past (negative numbers). holidays: A list of holidays not counted as workdays. 
year(),year(date),date: The date from which the year is extracted. 
yearfrac(),"yearfrac(start_date, end_date, method)","start_date: The starting date. end_date: The endng date. method: The methodology, where 0 or omitted is US(NASD) 30/360, 1 is Actual/Actual, 2 is Actual/360, 3 is Actual/365, 4 is European 30/360. "
a!docExtractionResult(),"a!docExtractionResult(docExtractionId, typeNumber, confidenceThreshold, isStructuredDoc)","docExtractionId: ID of the doc extraction run. In order to retrieve the results, a run must first be started by the Start Doc Extraction smart service and a!docExtractionStatus() function should return COMPLETE. typeNumber: The type to which the values should be populated on output. This may be retrieved by using typeof(), where x is a value of the intended type, or reference a type with 'type!{namespace}type-name' (within single quotes). confidenceThreshold: Optional input. Only results that meet or exceed this value will be automatically populated into the provided type. Default confidence is 0. Valid values are between 0 (everything included) and 100 (only results with 100 confidence are included). Confidence is the analysis model's interpretation of how good it thinks the prediction is. The best use case for confidence is a rough first-order filter for ""good"" or ""bad"" predictions before further processing. isStructuredDoc: Set this value to true when fields to be extracted are in the same location for all documents of the specified Data Type Number. When you pass in structured documents and perform reconciliation, Appian Document Extraction learns to recognize this information based on its position, improving results for future extractions. Default: false. "
